time,x,y
  1.0359999999982525e+01,  5.9953412818244018e+01,  2.7574329798990320e+01
  1.0369999999982502e+01,  6.0034024030029371e+01,  2.7589821787983979e+01
  1.0379999999982479e+01,  6.0114533251312949e+01,  2.7605705367766078e+01
  1.0389999999982455e+01,  6.0194934433692495e+01,  2.7621988563877284e+01
  1.0399999999982432e+01,  6.0275221412982006e+01,  2.7638679209069149e+01
  1.0409999999982409e+01,  6.0355388164429620e+01,  2.7655784410673494e+01
  1.0419999999982386e+01,  6.0435428272681499e+01,  2.7673311892730688e+01
  1.0429999999982362e+01,  6.0515335406462057e+01,  2.7691268491149987e+01
  1.0439999999982339e+01,  6.0595103153700563e+01,  2.7709660785530609e+01
  1.0449999999982316e+01,  6.0674725024830721e+01,  2.7728495138190045e+01
  1.0459999999982292e+01,  6.0754194454126015e+01,  2.7747777708331942e+01
  1.0469999999982269e+01,  6.0833504798747775e+01,  2.7767514454258993e+01
  1.0479999999982246e+01,  6.0912649337151088e+01,  2.7787711128578668e+01
  1.0489999999982222e+01,  6.0991621267799843e+01,  2.7808373270223537e+01
  1.0499999999982199e+01,  6.1070413708698545e+01,  2.7829506195734442e+01
  1.0509999999982176e+01,  6.1149020023775421e+01,  2.7851114445873385e+01
  1.0519999999982153e+01,  6.1227433109092878e+01,  2.7873203282972622e+01
  1.0529999999982129e+01,  6.1305646059727749e+01,  2.7895776961942293e+01
  1.0539999999982106e+01,  6.1383651940096478e+01,  2.7918839456294506e+01
  1.0549999999982083e+01,  6.1461443785236938e+01,  2.7942394511910777e+01
  1.0559999999982059e+01,  6.1539014600515614e+01,  2.7966445669122987e+01
  1.0569999999982036e+01,  6.1616357359486948e+01,  2.7990996268547320e+01
  1.0579999999982013e+01,  6.1693465001863515e+01,  2.8016049447382109e+01
  1.0589999999981989e+01,  6.1770330432462551e+01,  2.8041608131477894e+01
  1.0599999999981966e+01,  6.1846946521394585e+01,  2.8067675026683670e+01
  1.0609999999981943e+01,  6.1923306468641975e+01,  2.8094252096418860e+01
  1.0619999999981919e+01,  6.1999402943673559e+01,  2.8121342095956848e+01
  1.0629999999981896e+01,  6.2075228938394254e+01,  2.8148946735880738e+01
  1.0639999999981873e+01,  6.2150777467914068e+01,  2.8177067459365631e+01
  1.0649999999981850e+01,  6.2226041564038098e+01,  2.8205705511968901e+01
  1.0659999999981826e+01,  6.2301014269516678e+01,  2.8234861971995251e+01
  1.0669999999981803e+01,  6.2375688632660548e+01,  2.8264537759104936e+01
  1.0679999999981780e+01,  6.2450057704058580e+01,  2.8294733630002966e+01
  1.0689999999981756e+01,  6.2524114539169183e+01,  2.8325450163599275e+01
  1.0699999999981733e+01,  6.2597852380696331e+01,  2.8356687498574995e+01
  1.0709999999981710e+01,  6.2671265016280913e+01,  2.8388444842713131e+01
  1.0719999999981686e+01,  6.2744345578519905e+01,  2.8420722243105274e+01
  1.0729999999981663e+01,  6.2817087683224713e+01,  2.8453518415180138e+01
  1.0739999999981640e+01,  6.2889485151617457e+01,  2.8486831586589570e+01
  1.0749999999981616e+01,  6.2961531943690233e+01,  2.8520659919388269e+01
  1.0759999999981593e+01,  6.3033222125014113e+01,  2.8555001525538749e+01
  1.0769999999981570e+01,  6.3104549814781890e+01,  2.8589854499921643e+01
  1.0779999999981547e+01,  6.3175509133555884e+01,  2.8625216960307544e+01
  1.0789999999981523e+01,  6.3246094162997544e+01,  2.8661087076177488e+01
  1.0799999999981500e+01,  6.3316298921454312e+01,  2.8697463079548850e+01
  1.0809999999981477e+01,  6.3386117647569435e+01,  2.8734342943196442e+01
  1.0819999999981453e+01,  6.3455543913628610e+01,  2.8771725507883339e+01
  1.0829999999981430e+01,  6.3524571683230505e+01,  2.8809608928598774e+01
  1.0839999999981407e+01,  6.3593194916607722e+01,  2.8847991323514311e+01
